Guid,Title,Genres,Keywords,Director,Actors
tt0037884,The Lost Weekend,Drama | Film-Noir,suicidal thoughts | alcoholism | alcoholic | delirium | alcoholic drink,Billy Wilder,Ray Milland | Jane Wyman | Phillip Terry | Howard Da Silva
tt0036868,The Best Years of Our Lives,Drama | Romance | War,readjusting to civilian life | world war two veteran | homecoming soldier | u.s. military | pharmacy,William Wyler,Myrna Loy | Dana Andrews | Fredric March | Teresa Wright
tt0039416,Gentleman's Agreement,Drama | Romance,taxi | double decker bus | bus | deck | pay phone,Elia Kazan,Gregory Peck | Dorothy McGuire | John Garfield | Celeste Holm
tt0040416,Hamlet,Drama,revenge | prince | denmark | ghost | grave digger,Laurence Olivier,Laurence Olivier | Jean Simmons | John Laurie | Esmond Knight
tt0041113,All the King's Men,Drama | Film-Noir,politician | governor | rise and fall | election campaign | political corruption,Robert Rossen,Broderick Crawford | John Ireland | Joanne Dru | John Derek
tt0044672,The Greatest Show on Earth,Drama | Family | Romance,circus train | horse riding | blockbuster | freak show | circus,Cecil B. DeMille,James Stewart | Charlton Heston | Betty Hutton | Cornel Wilde
tt0045793,From Here to Eternity,Drama | Romance | War,dead soldier | drunk soldier | torture | boxing | bugler,Fred Zinnemann,Burt Lancaster | Montgomery Clift | Deborah Kerr | Donna Reed
tt0047296,On the Waterfront,Crime | Drama | Thriller,murder | longshoreman | waterfront | ex boxer | pigeon,Elia Kazan,Marlon Brando | Karl Malden | Lee J. Cobb | Rod Steiger
tt0048356,Marty,Drama | Romance,dance hall | love | butcher | teacher | overbearing mother,Delbert Mann,Ernest Borgnine | Betsy Blair | Esther Minciotti | Augusta Ciolli
tt0057590,Tom Jones,Adventure | Comedy | History,arranged marriage | farce | womanizer | rags to riches | highwayman,Tony Richardson,Albert Finney | Susannah York | George Devine | Rachel Kempson
tt0060665,A Man for All Seasons,Biography | Drama | History,period piece | courtroom drama | divorce | chancellor | king henry viii,Fred Zinnemann,Paul Scofield | Wendy Hiller | Robert Shaw | Leo McKern
tt0061811,In the Heat of the Night,Crime | Drama | Mystery | Thriller,african american | racial tension | small town | southern u.s. | detective,Norman Jewison,Sidney Poitier | Rod Steiger | Warren Oates | Lee Grant
tt0063385,Oliver!,Drama | Family | Musical,title spoken by character | remake | character name as title | child in jeopardy | oliver twist character,Carol Reed,Mark Lester | Ron Moody | Shani Wallis | Oliver Reed
tt0064665,Midnight Cowboy,Drama,hustler | new york city | gigolo | cowboy | friendship,John Schlesinger,Dustin Hoffman | Jon Voight | Sylvia Miles | John McGiver
tt0067116,The French Connection,Action | Crime | Drama | Thriller,based on true story | triggerman | heroin | smuggling | new york city,William Friedkin,Gene Hackman | Roy Scheider | Fernando Rey | Tony Lo Bianco
tt0075148,Rocky,Drama | Sport,boxer | 1970s | fistfight | boxing | training,John G. Avildsen,Sylvester Stallone | Talia Shire | Burt Young | Carl Weathers
tt0079417,Kramer vs. Kramer,Drama,divorce | voyeurism | no panties | topless female nudity | scantily clad female,Robert Benton,Dustin Hoffman | Meryl Streep | Jane Alexander | Justin Henry
tt0081283,Ordinary People,Drama,psychiatrist | mother son relationship | suicide | boating accident | plea for understanding,Robert Redford,Donald Sutherland | Mary Tyler Moore | Judd Hirsch | Timothy Hutton
tt0082158,Chariots of Fire,Biography | Drama | Sport,athlete | olympic games | missionary | race | jew,Hugh Hudson,Ben Cross | Ian Charleson | Nicholas Farrell | Nigel Havers
tt0086425,Terms of Endearment,Comedy | Drama,cancer | dying young | extramarital affair | terminal illness | mother daughter relationship,James L. Brooks,Shirley MacLaine | Debra Winger | Jack Nicholson | Danny DeVito
tt0089755,Out of Africa,Biography | Drama | Romance,africa | tribal chief | plantation | marriage | love,Sydney Pollack,Meryl Streep | Robert Redford | Klaus Maria Brandauer | Michael Kitchen
tt0093389,The Last Emperor,Biography | Drama | History,china | chinese history | based on true story | cricket the insect | forbidden city,Bernardo Bertolucci,John Lone | Joan Chen | Peter O'Toole | Ruocheng Ying
tt0095953,Rain Man,Drama,road movie | selfishness | tearjerker | mentally challenged sidekick | savant,Barry Levinson,Dustin Hoffman | Tom Cruise | Valeria Golino | Gerald R. Molen
tt0097239,Driving Miss Daisy,Drama,jewish | widow | african american | 1950s | old age,Bruce Beresford,Morgan Freeman | Jessica Tandy | Dan Aykroyd | Patti LuPone
tt0065063,Take the Money and Run,Comedy | Crime,neo screwball comedy | city | criminal | career criminal | escape from prison,Woody Allen,Woody Allen | Janet Margolin | Marcel Hillaire | Jacquelyn Hyde
tt0067309,Klute,Crime | Mystery | Thriller,private detective | call girl | prostitute | undressing | private investigator,Alan J. Pakula,Jane Fonda | Donald Sutherland | Charles Cioffi | Roy Scheider
tt0087995,Repo Man,Action | Comedy | Crime | Sci-Fi | Thriller,car trunk | alien | radioactivity | punk rocker | repossession,Alex Cox,Harry Dean Stanton | Emilio Estevez | Tracey Walter | Olivia Barash
tt0100142,Metropolitan,Comedy | Drama | Romance,upper class | new york city | debutante | socialite | aristocracy,Whit Stillman,Carolyn Farina | Edward Clements | Chris Eigeman | Taylor Nichols
tt0091369,Labyrinth,Adventure | Family | Fantasy | Musical,rescue | labyrinth | fantasy world | masquerade party | cult film,Jim Henson,David Bowie | Jennifer Connelly | Toby Froud | Shelley Thompson
tt0088847,The Breakfast Club,Comedy | Drama,high school | teenage angst | detention | antihero | 1980s,John Hughes,Emilio Estevez | Judd Nelson | Molly Ringwald | Ally Sheedy
tt0089686,A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,gay | homoeroticism | jock strap | freddy krueger | white briefs,Jack Sholder,Robert Englund | Mark Patton | Kim Myers | Robert Rusler
tt0093629,A Nightmare on Elm Street 3: Dream Warriors,Fantasy | Horror,springwood ohio | serial teen murderer | dream | nightmare | freddy krueger,Chuck Russell,Heather Langenkamp | Robert Englund | Craig Wasson | Patricia Arquette
tt0095742,A Nightmare on Elm Street 4: The Dream Master,Horror,freddy krueger | freddy krueger character | sadistic murderer | monster | graphic violence,Renny Harlin,Robert Englund | Rodney Eastman | John Beckman | Kisha Brackel
tt0097981,A Nightmare on Elm Street: The Dream Child,Fantasy | Horror,comic book | serial teen murder | freddy krueger character | sadistic murderer | nightmare,Stephen Hopkins,Robert Englund | Lisa Wilcox | Kelly Jo Minter | Danny Hassel
tt0101917,Freddy's Dead: The Final Nightmare,Fantasy | Horror,freddy krueger | serial killer | sixth part | sequel | nightmare,Rachel Talalay,Robert Englund | Lisa Zane | Shon Greenblatt | Lezlie Deane
tt0080761,Friday the 13th,Horror | Mystery | Thriller,jason voorhees | murder | lake | revenge | summer,Sean S. Cunningham,Betsy Palmer | Adrienne King | Jeannine Taylor | Robbi Morgan
tt0082418,Friday the 13th Part 2,Horror | Mystery | Thriller,pitchfork | ice pick | slasher | b movie | sadism,Steve Miner,Betsy Palmer | Amy Steel | John Furey | Adrienne King
tt0083972,Friday the 13th Part III,Horror | Thriller,friday the thirteenth | impalement | murdered with a machete | psychopath | drive in classic,Steve Miner,Dana Kimmell | Tracie Savage | Richard Brooker | Terry Ballard
tt0087298,Friday the 13th: The Final Chapter,Horror | Thriller,slasher | friday the thirteenth | deeply disturbed person | jason voorhees character | mrs pamela voorhees character,Joseph Zito,Erich Anderson | Judie Aronson | Peter Barton | Kimberly Beck
tt0089173,Friday the 13th: A New Beginning,Horror | Mystery | Thriller,jason voorhees character | sadistic killer | deeply disturbed person | psychopathic murderer | child in jeopardy,Danny Steinmann,Melanie Kinnaman | John Shepherd | Anthony Barrile | Suzanne Bateman
tt0091080,Friday the 13th Part VI: Jason Lives,Horror | Thriller,brutality | sadism | serial teen murder | suspense | serial teen killer,Tom McLoughlin,Thom Mathews | Jennifer Cooke | David Kagen | Kerry Noonan
tt0095179,Friday the 13th Part VII: The New Blood,Horror | Thriller,supernatural serial murder | serial murderer | serial killer | slasher | telekinesis,John Carl Buechler,Terry Kiser | Jennifer Banko | John Otrin | Susan Blu
tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,Adventure | Horror | Thriller,serial killer | friday the thirteenth | boat | hockey mask | anchor,Rob Hedden,Jensen Daggett | Kane Hodder | Todd Caldecott | Tiffany Paulsen
tt0077651,Halloween,Horror | Thriller,halloween | year 1978 | babysitting | stabbed to death | knife murder,John Carpenter,Donald Pleasence | Jamie Lee Curtis | Tony Moran | Nancy Kyes
tt0082495,Halloween II,Horror,hospital | nurse outfit | serial killer | graphic violence | paramedic,Rick Rosenthal,Jamie Lee Curtis | Donald Pleasence | Charles Cyphers | Jeffrey Kramer
tt0085636,Halloween III: Season of the Witch,Horror | Mystery | Sci-Fi,halloween | stonehenge | factory | northern california | curfew,Tommy Lee Wallace,Tom Atkins | Stacey Nelkin | Dan O'Herlihy | Michael Currie
tt0095271,Halloween 4: The Return of Michael Myers,Horror | Thriller,teenager | fourth part | gore | slasher | sequel,Dwight H. Little,Donald Pleasence | Ellie Cornell | Danielle Harris | George P. Wilbur
tt0097474,Halloween 5: The Revenge of Michael Myers,Horror | Thriller,halloween | fifth part | massacre | slasher | psychopath,Dominique Othenin-Girard,Donald Pleasence | Danielle Harris | Ellie Cornell | Beau Starr
tt0081383,Prom Night,Horror | Thriller,revenge | teenager | serial killer | prologue | teenage sex,Paul Lynch,Leslie Nielsen | Jamie Lee Curtis | Casey Stevens | Anne-Marie Martin
tt0093176,Hello Mary Lou: Prom Night II,Horror | Thriller,prom | prom queen | ghost | year 1957 | year 1987,Bruce Pittman,Lisa Schrage | Michael Ironside | Wendy Lyon | Louis Ferreira
tt0105179,Prom Night IV: Deliver Us from Evil,Horror | Thriller,bare breasts | sex standing up | red bra and panties | black bra and panties | sex,Clay Borris,Nicole de Boer | J.H. Wyman | Joy Tanner | Alle Ghadban
tt0094862,Child's Play,Horror | Thriller,andy barclay character | spell | animatronic | chucky character | gift,Tom Holland,Catherine Hicks | Chris Sarandon | Alex Vincent | Brad Dourif
tt0099253,Child's Play 2,Horror | Thriller,killer doll | foster home | serial killer | toy factory | sewing machine,John Lafia,Alex Vincent | Jenny Agutter | Gerrit Graham | Christine Elise
tt0103956,Child's Play 3,Horror | Thriller,chucky character | andy barclay character | horror icon | serial killer | toy company,Jack Bender,Justin Whalin | Perrey Reeves | Jeremy Sylvers | Travis Fine
tt0084516,Poltergeist,Horror | Thriller,woman wearing a short nightie | cult classic | house | ghost | paranormal investigator,Tobe Hooper,JoBeth Williams | Heather O'Rourke | Craig T. Nelson | Beatrice Straight
tt0091778,Poltergeist II: The Other Side,Horror,supernatural horror | native american | alternate dimension | haunting | shamanism,Brian Gibson,JoBeth Williams | Craig T. Nelson | Heather O'Rourke | Oliver Robins
tt0095889,Poltergeist III,Horror | Thriller,mirror | building | little girl | haunting | teenage girl,Gary Sherman,Heather O'Rourke | Tom Skerritt | Nancy Allen | Zelda Rubinstein
tt0070047,The Exorcist,Horror,exorcist | exorcism | demonic possession | demonic force | priest,William Friedkin,Ellen Burstyn | Max von Sydow | Linda Blair | Lee J. Cobb
tt0076009,Exorcist II: The Heretic,Horror,demon | priest | teenage girl | exorcism | african man,John Boorman,Richard Burton | Linda Blair | Louise Fletcher | Max von Sydow
tt0099528,The Exorcist III,Drama | Horror | Mystery,serial killer | psychopathic killer | priest | strait jacket | church,William Peter Blatty,George C. Scott | Ed Flanders | Brad Dourif | Jason Miller
tt0093409,Lethal Weapon,Action | Crime | Thriller,police | police officer | breasts | police partner | female nudity,Richard Donner,Mel Gibson | Danny Glover | Gary Busey | Mitchell Ryan
tt0097733,Lethal Weapon 2,Action | Crime | Thriller,shoulder | holster | squad car | squad | car,Richard Donner,Mel Gibson | Danny Glover | Joe Pesci | Patsy Kensit
tt0104714,Lethal Weapon 3,Action | Crime | Thriller,crooked cop | corrupt policeman | dirty cop | sex | 1990s,Richard Donner,Mel Gibson | Danny Glover | Joe Pesci | Rene Russo
tt0087363,Gremlins,Comedy | Fantasy | Horror,chinatown | dumb cop | shady businesswoman | greedy banker | 1980s,Joe Dante,Zach Galligan | Phoebe Cates | Hoyt Axton | John Louie
tt0089218,The Goonies,Adventure | Comedy | Family,treasure hunt | group of friends | treasure | map | treasure map,Richard Donner,Sean Astin | Josh Brolin | Jeff Cohen | Corey Feldman
tt0120746,The Mask of Zorro,Action | Adventure | Comedy | Romance | Thriller | Western,zorro | california | superhero | younger version of character | good man,Martin Campbell,Antonio Banderas | Anthony Hopkins | Catherine Zeta-Jones | José María de Tavira
tt0119910,Polish Wedding,Comedy | Drama | Romance,large family | children | f rated | pole the person | foot closeup,Theresa Connelly,Claire Danes | Gabriel Byrne | Lena Olin | Jon Bradford
tt0117898,"This World, Then the Fireworks",Crime | Drama,prostitute | murder | brother sister relationship | policewoman | incest,Michael Oblowitz,Philip Loch | Elis Imboden | Christian Durango | Sloan Cobb
tt0070723,Soylent Green,Crime | Mystery | Sci-Fi | Thriller,cannibalism | dystopia | overpopulation | conspiracy | food,Richard Fleischer,Charlton Heston | Edward G. Robinson | Leigh Taylor-Young | Chuck Connors
tt0017136,Metropolis,Drama | Sci-Fi,robot | revolution | dystopia | social injustice | class differences,Fritz Lang,Brigitte Helm | Alfred Abel | Gustav Fröhlich | Rudolf Klein-Rogge
tt0096874,Back to the Future Part II,Adventure | Comedy | Sci-Fi,second part | adultery | lift skirt | year 2015 | time machine,Robert Zemeckis,Michael J. Fox | Christopher Lloyd | Lea Thompson | Thomas F. Wilson
tt0099088,Back to the Future Part III,Adventure | Comedy | Sci-Fi | Western,year 1955 | year 1885 | woman | purple dress | girl next door,Robert Zemeckis,Michael J. Fox | Christopher Lloyd | Mary Steenburgen | Thomas F. Wilson
tt0069113,The Poseidon Adventure,Action | Adventure | Drama | Thriller,new year's eve | swimming underwater | tidal wave | ocean liner | 1970s,Ronald Neame,Gene Hackman | Ernest Borgnine | Shelley Winters | Red Buttons
tt0076054,Freaky Friday,Comedy | Family | Fantasy,soul transference | pantyhose | pantyhose legs | body switching | wish fulfillment,Gary Nelson,Barbara Harris | Jodie Foster | John Astin | Patsy Kelly
tt0054594,The Absent Minded Professor,Comedy | Family | Sci-Fi | Sport,psychotronic film | the white house | washington monument washington d.c. | flubber | experiment,Robert Stevenson,Fred MacMurray | Nancy Olson | Keenan Wynn | Tommy Kirk
tt0078790,The Apple Dumpling Gang Rides Again,Comedy | Family | Western,outlaw | bank robbery | bar shootout | marshal | kidnapping,Vincent McEveety,Tim Conway | Don Knotts | Tim Matheson | Kenneth Mars
tt0054649,Babes in Toyland,Comedy | Family | Fantasy | Musical | Romance,color remake of black and white film | psychotronic film | campy | camp | sheep,Jack Donohue,Ray Bolger | Tommy Sands | Annette Funicello | Ed Wynn
tt0047478,Shichinin no samurai,Action | Adventure | Drama,samurai | 16th century | battle | japan | epic,Akira Kurosawa,Toshirô Mifune | Takashi Shimura | Keiko Tsushima | Yukiko Shimazaki
tt0094947,Dangerous Liaisons,Drama | Romance,seduction | emotional abuse | nipples | rape | woman,Stephen Frears,Glenn Close | John Malkovich | Michelle Pfeiffer | Swoosie Kurtz
tt0087182,Dune,Action | Adventure | Sci-Fi,spice | space travel | dune | desert planet | giant worm,David Lynch,Kyle MacLachlan | Virginia Madsen | Francesca Annis | Leonardo Cimino
